RMS,MAV,SSI,IEMG,VAR
0.007108071670403926,0.0053357632605379925,0.005052468287159886,0.5335763260537992,5.051836511556775e-05
0.0070630531169625045,0.005284596382210001,0.004988671933303376,0.5284596382210002,4.951130839343303e-05
0.0071116190121238935,0.005384715037944559,0.005057512497360203,0.5384715037944559,5.035781189365304e-05
0.007200473612933921,0.005520028052679978,0.005184682025055768,0.5520028052679978,5.128778599072833e-05
0.007007053208318212,0.00535456216569561,0.004909879466420255,0.535456216569561,4.9094340276670076e-05
0.006939584064479994,0.005271170568652677,0.004815782698798467,0.5271170568652678,4.8144584312650035e-05
0.007558592388453222,0.005611255278787985,0.005713231889478299,0.5611255278787984,5.6256189616827954e-05
0.007043097048820176,0.005349896561279096,0.004960521603909947,0.5349896561279096,4.959450381721048e-05
0.007293136887570195,0.0055638142333372135,0.005318984566083707,0.5563814233337213,5.290294092211583e-05
0.007483556543039637,0.005808001282907225,0.005600361853287136,0.5808001282907225,5.589206336015958e-05
0.007525036900396404,0.005943960393908302,0.005662618035232752,0.5943960393908302,5.645888106077553e-05
0.007676060630118826,0.006156123494863934,0.005892190679726023,0.6156123494863934,5.8571539274696e-05
0.007848231738277308,0.006381241728889279,0.006159474141770325,0.6381241728889279,6.0625771500231643e-05
0.008709637965549487,0.007098563359765784,0.0075857793490941,0.7098563359765784,7.582100920468636e-05
0.00945541346396329,0.007639537332444712,0.008940484377449827,0.7639537332444711,8.778084427902534e-05
0.01079987270246762,0.008720689162132814,0.011663725038950527,0.8720689162132814,0.00011639915572430646
0.012991867773619957,0.010057320843012047,0.01687886282472248,1.0057320843012048,0.00016797751522628894
0.01425872424383058,0.010827683376501368,0.020331121706160193,1.0827683376501367,0.00020132803923729358
0.014099922642955403,0.010552881656516468,0.019880781853732647,1.0552881656516468,0.00019879775337476686
0.014412822161784425,0.011001859531913018,0.020772944266722427,1.1001859531913019,0.00020722748996388564
0.01496367804615339,0.011820346025450578,0.022391166066893294,1.1820346025450579,0.0002237811070830877
0.015171555801964078,0.012112983919380742,0.02301761054521099,1.2112983919380742,0.00022970930653315517
0.015210904320296039,0.012250348902322874,0.02313716102412007,1.2250348902322874,0.0002313630683591093
0.014753808370786152,0.011613629976378239,0.021767486144187952,1.161362997637824,0.00021735273579451042
0.014347629395880513,0.011124041664097323,0.02058544692815346,1.1124041664097324,0.00020584838951970906
0.013861922088731389,0.01070787352943946,0.01921528839940592,1.070787352943946,0.00019201208823368566
0.011692905854935045,0.009270581732710278,0.013672404733237426,0.9270581732710278,0.00013531110837777398
0.009737995778998306,0.008111949339823937,0.009482856179178883,0.8111949339823937,9.481141049970986e-05
0.00940860030289658,0.007629053596732677,0.008852175965966564,0.7629053596732678,8.82088776599466e-05
0.00882017699251877,0.007026685903218216,0.0077795522179357444,0.7026685903218216,7.721659777194895e-05
0.007973044323011963,0.006294268798203761,0.00635694357767133,0.6294268798203762,6.315693360863379e-05
0.008138291859723841,0.006524645664926727,0.006623179439404734,0.6524645664926727,6.614877442798449e-05
0.008193592214508999,0.006526811960089905,0.006713495337766247,0.6526811960089904,6.712945213106506e-05
0.008162343540453356,0.006487471890963722,0.006662385207238064,0.6487471890963722,6.568837077322138e-05
0.009448502757064006,0.00735163665639404,0.008927420435024614,0.7351636656394039,8.920641900453082e-05
0.010037688294015173,0.007738213220684709,0.010075518628780922,0.7738213220684709,9.972774698389308e-05
0.009484867905329467,0.007125560210948591,0.008996271918154898,0.712556021094859,8.964764083756699e-05
0.009871797418989633,0.007526492160146912,0.009745238428157037,0.7526492160146913,9.745019488163445e-05
0.010261592029716094,0.008219666473349397,0.010530027098433287,0.8219666473349396,0.00010404302639525127
0.010539983682309548,0.008642426498926398,0.011109125602335157,0.8642426498926399,0.00011109125591764773
0.010685397879415975,0.008953515488346234,0.011417772784142743,0.8953515488346233,0.00011405916246837353
0.010227974799064028,0.008410476826720725,0.010461146849028883,0.8410476826720724,0.00010460088829024267
0.01011934510885583,0.008283855409589204,0.010240114543212442,0.8283855409589205,0.0001013943530477839
0.010409357755032381,0.008673839298009002,0.010835472887225276,0.8673839298009002,0.00010800966573376286
0.009114029291423662,0.007709315258731595,0.008306552992492852,0.7709315258731595,8.289395099839313e-05
0.007586861700372971,0.006622539437307538,0.005756047046058625,0.6622539437307537,5.748670825149278e-05
0.00792704052415225,0.007003124709506769,0.006283797147155197,0.7003124709506768,6.27699425772553e-05
0.008076667404383769,0.007069079552568357,0.006523255636103523,0.7069079552568357,6.439382730077615e-05
0.008191597688705097,0.007097335408455237,0.006710227269359868,0.7097335408455238,6.694598100704889e-05
0.00886170130781332,0.007576907086346817,0.00785297500689003,0.7576907086346817,7.755424437491704e-05
0.009659878982532103,0.008181045344639969,0.009331326195716546,0.8181045344639969,9.242665455742382e-05
0.009585473546205552,0.008000084468487902,0.009188130310500642,0.8000084468487902,9.155459484322672e-05
0.009620673120282006,0.008055334083306028,0.00925573512873167,0.8055334083306027,9.229163227619405e-05
0.009658333049948446,0.008035994826471911,0.009328339730372646,0.8035994826471912,9.327828410331799e-05
0.00960854398327582,0.007881846879507269,0.009232411747854597,0.7881846879507269,9.21207354650032e-05
0.009807982065813608,0.00812876320510131,0.009619651220332138,0.812876320510131,9.536420723455678e-05
0.009975180004344646,0.008269235036133195,0.009950421611907725,0.8269235036133196,9.949402834278815e-05
0.009387926689302361,0.007741558163768733,0.00881331675237156,0.7741558163768733,8.803901850406822e-05
0.008943395837081968,0.007236688063677236,0.007998432909873506,0.7236688063677236,7.971238263374692e-05
0.008024804939854233,0.006494857254424023,0.006439749432270891,0.6494857254424024,6.43799765855635e-05
0.007577063577650012,0.006271123204398098,0.00574118924597504,0.6271123204398098,5.734715016038494e-05
0.008165624511270281,0.006893898478948074,0.006667742365905802,0.6893898478948074,6.629313962039434e-05
0.008825259200102435,0.0074320935664767525,0.007788519994899268,0.7432093566476753,7.765558236938327e-05
0.011535731453798978,0.008971472168703396,0.01330731001741671,0.8971472168703396,0.00013173243763386076
0.012142482980330396,0.009709650859425963,0.014743989292761332,0.9709650859425962,0.00014646290987125902
0.012624585149620367,0.010229651004370089,0.01593801502000151,1.0229651004370088,0.00015926984041773863
0.012277116270888561,0.009704781239666461,0.015072758392891667,0.9704781239666461,0.00015038863861683126
0.012290173119181664,0.009751761167407069,0.015104835529945555,0.9751761167407068,0.00015065250037613756
0.012413807029642208,0.009985988658173961,0.01541026049691943,0.9985988658173961,0.00015367111386476313
0.012843031906670667,0.01053608139252461,0.01649434685557608,1.053608139252461,0.00016363309487673776
0.01360839994754402,0.011061520688022996,0.018518854913231613,1.1061520688022997,0.0001851511989887191
0.014841846264891885,0.012025477684188386,0.02202804005506852,1.2025477684188386,0.00021996488086082995
0.014442796504248276,0.011430225823287505,0.020859437086312622,1.1430225823287505,0.0002085459529163786
0.01318508608323891,0.01063381017046917,0.017384649502242035,1.0633810170469171,0.00017365968371846026
0.013223216318388008,0.010657185690236184,0.01748534498028829,1.0657185690236184,0.00017483474689209425
0.013226843445325034,0.010650296077069368,0.017494938752713782,1.0650296077069368,0.0001727365264960181
0.013580312074464739,0.01111169586893555,0.018442487603985275,1.111169586893555,0.00018404452227770103
0.013631371924533904,0.011142194354717559,0.018581430054497115,1.1142194354717558,0.0001857748463539449
0.013490858472201828,0.010796390134516503,0.018200326231697983,1.0796390134516503,0.00018154901965355928
0.01295543414137906,0.009891134632472874,0.016784327379161017,0.9891134632472874,0.00016782584002764177
0.011714255757657138,0.008816994480036349,0.01372237879558034,0.881699448003635,0.00013608638722768053
0.009967340425736649,0.007741517426549395,0.009934787516252404,0.7741517426549395,9.934405779884556e-05
0.010810531846572423,0.00849226080541881,0.011686759880575657,0.8492260805418809,0.00011563516983306813
0.010375041380393748,0.008218869070254998,0.010764148364488262,0.8218869070254998,0.00010721948244380702
0.00974405569004791,0.00773211409935063,0.009494662129075505,0.773211409935063,9.463037741366512e-05
0.008956025830719671,0.0070813828684702105,0.008021039868051798,0.7081382868470211,8.018575587656065e-05
0.0086266880769884,0.0068813801537884935,0.007441974717765382,0.6881380153788493,7.402667185815448e-05
0.008943963107043597,0.007142637368161307,0.007999447606015696,0.7142637368161308,7.961431826285933e-05
0.00993940085263967,0.008165283217816571,0.00987916893094542,0.8165283217816571,9.877053788979651e-05
0.01021657961054347,0.008571444390468712,0.010437849893857256,0.8571444390468712,0.00010362059297052972
0.01054911916478588,0.0089642510087277,0.011128391515285274,0.89642510087277,0.00011100095290563628
0.010661574377409971,0.009083951170778554,0.011366916820504483,0.9083951170778555,0.00011359900906405502
0.009781200614326297,0.008339900285038152,0.009567188545769713,0.8339900285038152,9.567149390463931e-05
0.008719740529785162,0.007246918197437098,0.007603387490677804,0.7246918197437098,7.532442476867211e-05
0.008639164359121468,0.007156315731011094,0.007463516082391466,0.7156315731011094,7.456683563002644e-05
0.00853398867052734,0.006945178427046551,0.007282896262868899,0.6945178427046551,7.274932955925847e-05
0.00840900988421536,0.006817170924084226,0.0070711447232831605,0.6817170924084226,7.048346589759879e-05
0.009586662861611457,0.007516326489538702,0.009190410482220036,0.7516326489538703,9.153281121712486e-05
0.009352633070641315,0.007267142688385392,0.00874717453540536,0.7267142688385392,8.660751002421044e-05
0.009443062540046997,0.007470934896653089,0.008917143013523886,0.7470934896653089,8.914505898957789e-05
0.009761279033607512,0.007717928918430409,0.00952825683719456,0.7717928918430409,9.524907182396916e-05
0.00943354774041224,0.007359713655401799,0.008899182297063688,0.73597136554018,8.875773404181606e-05
0.009441261049112004,0.007330562633072651,0.008913741019747951,0.7330562633072651,8.908094489515624e-05
0.010851299930731313,0.008655143252967703,0.011775071018668941,0.8655143252967703,0.00011668291103001346
0.011066369145947594,0.00887472958980022,0.012246452607438089,0.887472958980022,0.00012193188106544319
0.011307034693906811,0.009309542321289667,0.012784903356921229,0.9309542321289668,0.00012731490628424135
0.0114662978381364,0.009547378445307664,0.013147598611285153,0.9547378445307665,0.0001314285093181104
0.010890329893831,0.009174801930422263,0.011859928519646913,0.9174801930422264,0.00011811338754734327
0.010306454471918762,0.008664841883664615,0.010622300378173426,0.8664841883664616,0.00010622300118062468
0.010931589317509649,0.009080719864437297,0.011949964500669109,0.9080719864437297,0.0001180431916525473
0.011786151472349684,0.00951052857702147,0.013891336652917061,0.9510528577021469,0.0001389020640492055
0.011979108424801451,0.00974155862813916,0.014349903865314912,0.974155862813916,0.00014304512409333127
0.011858988728540142,0.009486187196597752,0.014063561366364215,0.9486187196597752,0.00013961737044326035
0.010662644672197307,0.0083908088463276,0.011369199140553763,0.83908088463276,0.00011368653636005577
0.010363094512364833,0.00802507287901754,0.010739372787220612,0.802507287901754,0.00010725257530160194
0.010529318048908784,0.008189880359505452,0.011086653857507628,0.8189880359505451,0.00011015585760119976
0.01052833654255351,0.008211900062394435,0.01108458703532676,0.8211900062394435,0.00010983289218006325
0.009701796371053794,0.007385936612937147,0.009412485282539256,0.7385936612937147,9.410342449976814e-05
0.009853997010021166,0.007514433842621951,0.009710125707350609,0.7514433842621951,9.706501598055724e-05
0.010097418732480786,0.0077787343489743995,0.01019578650590539,0.77787343489744,0.0001019485904149797
0.009443047766394755,0.007547732796760271,0.008917115111841295,0.7547732796760271,8.7461041391647e-05
0.009090921595487961,0.007144389375772576,0.008264485545530937,0.7144389375772576,8.132319991099702e-05
0.009289852005905461,0.007458654290853426,0.008630135029162572,0.7458654290853426,8.612438656953611e-05
0.009325954137981613,0.00751632080264404,0.008697342058373636,0.751632080264404,8.68236983160983e-05
0.009379591616529128,0.0075329438456605054,0.00879767388928635,0.7532943845660506,8.742240149659517e-05
0.009528283706608668,0.007641659258540251,0.009078819039362421,0.7641659258540251,9.074491383825946e-05
0.010574108484389,0.008425662648693868,0.011181177023962744,0.8425662648693868,0.0001114748647282755
0.010706222847277038,0.008622051322176125,0.011462320765555685,0.8622051322176124,0.0001145640971591775
0.010467477502167935,0.008257233579069436,0.010956808525839188,0.8257233579069435,0.0001090536778012289
0.009618341658407685,0.007585473502008432,0.00925124962578607,0.7585473502008432,9.220521413254483e-05
0.009335996341794849,0.007366046056850827,0.00871608276940068,0.7366046056850827,8.714324209639392e-05
0.010840169693879577,0.00841747470664841,0.011750927899210523,0.8417474706648409,0.00011719575548527452
0.011651077302591573,0.00920615971573995,0.013574760231096453,0.920615971573995,0.0001351011103235459
0.013088844709862294,0.010516720522591056,0.017131785583889017,1.0516720522591056,0.00017097460073884838
0.013654616575866797,0.01125368060187722,0.018644855383393628,1.125368060187722,0.00018644047820410626
0.013377828223070674,0.010785605517402872,0.017896628796598625,1.0785605517402872,0.00017846253130147187
0.012604862508101099,0.01001335809840722,0.01588825588481327,1.001335809840722,0.00015866549876341607
0.012643953622637486,0.010109272772283389,0.01598695632114076,1.0109272772283389,0.00015981749275108728
0.013482022661785999,0.011168044882728441,0.018176493505291123,1.116804488272844,0.00018100324508970477
0.013419485942656679,0.011073865504555273,0.01800826029651602,1.1073865504555274,0.0001800224010826767
0.012865168108971856,0.010439747775844803,0.016551255047210646,1.0439747775844803,0.00016495539536037424
0.011984481790571478,0.009807360963057643,0.014362780378853931,0.9807360963057643,0.00014358338384652604
0.012053989312976786,0.009888824719761482,0.014529865835735857,0.9888824719761482,0.00014527416164854834
0.010396460344737807,0.008348063649329633,0.010808638769970578,0.8348063649329633,0.00010799905156623595
0.009588810771013943,0.0075285163413543995,0.009194529200231302,0.75285163413544,9.110472930374596e-05
0.009574403771156082,0.0076114971966217025,0.00916692075731278,0.7611497196621703,9.162253466850669e-05
0.009529227160354979,0.007586746138862204,0.0090806170273647,0.7586746138862204,9.06135065059423e-05
0.009737046539672736,0.007809295188989444,0.009481007531575282,0.7809295188989444,9.327958250325131e-05
0.00855862988752924,0.006768900146658586,0.007325014555170877,0.6768900146658586,7.274865744170477e-05
0.00937020392433046,0.007421937743989418,0.008780072158353795,0.7421937743989417,8.779898041610735e-05
0.009961212273957564,0.007883536165398608,0.00992257499668428,0.7883536165398608,9.888342915726609e-05
0.009896584926472456,0.007824566893742425,0.009794239320688184,0.7824566893742426,9.775508547725451e-05
0.01002438229523971,0.007816049428484729,0.010048824040111533,0.7816049428484729,9.96771238482789e-05
0.010847990484584671,0.00881564261019942,0.011767889755363956,0.881564261019942,0.00011623765689814313
0.011244729526699249,0.009341386229810438,0.01264439421286219,0.9341386229810439,0.00012642427732159644
0.01137810002195826,0.009554767314411279,0.012946116010968655,0.9554767314411279,0.00012928346102967237
0.011898199943992608,0.010021251262125148,0.01415671619072257,1.0021251262125148,0.00014044901272078537
0.011598447154230848,0.009547951189915957,0.013452397638948566,0.9547951189915956,0.00013452113554433628
0.011693576741452258,0.009752222059829826,0.01367397370082332,0.9752222059829826,0.00013673962934041857
0.011164303884936435,0.009300109231862351,0.012464168123520677,0.9300109231862351,0.0001238638117436297
0.010528136423586272,0.008576692196501734,0.011084165655364395,0.8576692196501733,0.00011066575397728395
0.010488111345746651,0.008651532305692333,0.011000047960077962,0.8651532305692333,0.00010757570325061598
0.009285607191331782,0.007741924924999868,0.008622250091171249,0.7741924924999868,8.620464843131852e-05
0.00847842058282019,0.00694837514430661,0.007188361557918906,0.694837514430661,7.170655189000304e-05
0.011384926215528487,0.008341899881534037,0.01296165449330278,0.8341899881534036,0.0001265554021886894
0.012087033859834463,0.00881601353668957,0.01460963875287848,0.8816013536689571,0.00014538086423215204
0.01180537096285692,0.008552794396745493,0.013936678357066534,0.8552794396745493,0.0001387428175455061
0.013468714244993614,0.010151677016406955,0.01814062634132939,1.0151677016406955,0.00017863208320691816
0.015005901713117333,0.011420301465765274,0.02251770862237377,1.1420301465765275,0.00022517404087960016
0.015120957485881716,0.011566497544578298,0.022864335528984227,1.1566497544578298,0.00022793680956637998
0.015877494968075983,0.012750753732903429,0.025209484646127822,1.2750753732903428,0.0002520942220908296
0.015885150971503982,0.012655788935069669,0.025233802138747395,1.265578893506967,0.00025233797004534385
0.01628195294971455,0.013244939693586618,0.02651019918567183,1.3244939693586617,0.00026508372287515453
0.01711233584934603,0.014395847509362823,0.029283203822081334,1.4395847509362822,0.00029215340248926486
0.015121275893244733,0.012704320522506809,0.02286529846396243,1.270432052250681,0.00022802440006685978
0.014530290493431498,0.012180341623310543,0.02111293418235058,1.2180341623310542,0.0002106966349461159
0.014302104060094854,0.011935930759722968,0.02045501805457817,1.1935930759722968,0.0002027858100530267
0.012803128004899843,0.010459446221500482,0.016392008670985062,1.0459446221500481,0.00016289974533728415
0.011706340034083752,0.009890019481781448,0.013703839699359198,0.9890019481781448,0.00013458842029538592
0.0121399341978979,0.01022195370628357,0.014737800232929091,1.022195370628357,0.0001473714589384214
0.011394064754386387,0.009508281843348535,0.012982471162715012,0.9508281843348535,0.00012947401779737512
0.011313846805044752,0.009521952328928733,0.012800312952802132,0.9521952328928733,0.00012773702234579167
0.010978794303021523,0.009237686755186216,0.012053392434805786,0.9237686755186216,0.00011884920769281443
0.009849688940645768,0.008446700377880438,0.009701637222747956,0.8446700377880438,9.67945124039857e-05
0.010527897798694683,0.009027500726139602,0.011083663205976035,0.9027500726139602,0.00011080647195065565
0.01211433678294904,0.010091641822417317,0.014675715569071211,1.0091641822417317,0.000145184829739827
0.012813791562979553,0.010783174258972315,0.016419325421948596,1.0783174258972315,0.00016419308659945155
0.013153854386051794,0.011246030549820452,0.0173023885209454,1.1246030549820452,0.0001722831066455834
0.01244518694183449,0.010404782544639772,0.015488267801720768,1.0404782544639772,0.00015483439675271053
0.011735591471522961,0.009686002706464728,0.013772410718648246,0.9686002706464728,0.00013714579485604947
0.011677888197637296,0.009643552956278296,0.013637307275651645,0.9643552956278295,0.00013628129443912817
0.011421596953206402,0.00912841399593948,0.013045287696149375,0.912841399593948,0.0001303927970681567
0.011714404226758802,0.009415078576960783,0.013722726638790449,0.9415078576960784,0.00013688142976072694
0.011914724920835871,0.009549184938296477,0.014196066993918736,0.9549184938296477,0.00014182865199373633
0.011248826549153263,0.008883643057338575,0.01265360987329353,0.8883643057338575,0.00012397365592247263
0.009441150195416017,0.007719598326001213,0.008913531701240391,0.7719598326001214,8.902359946698298e-05
0.011266448156328296,0.008561273344388366,0.012693285405923327,0.8561273344388366,0.00012608835160529154
0.012803046838687833,0.009470909435127624,0.016391800835363454,0.9470909435127625,0.00016354925123354572
0.013005263989962415,0.009822028317776626,0.01691368914486131,0.9822028317776625,0.00016913468814812405
0.013283270828039562,0.010190673140922606,0.017644528389104686,1.0190673140922606,0.00017644451680070276
0.013345200297822749,0.010275796822107486,0.017809437098900836,1.0275796822107486,0.00017714472555397946
0.0133515264341774,0.010320744881263754,0.017826325812253786,1.0320744881263755,0.00017782514685453385
0.013122475200795732,0.01004853957688761,0.0172199355395499,1.004853957688761,0.00017189814167124039
0.013066906194873515,0.009995837452890156,0.01707440375056238,0.9995837452890156,0.00017019938287631271
0.012997544477098208,0.009835142945128123,0.01689361624341461,0.9835142945128124,0.00016884976627435505
0.013042185628998013,0.009783881934695909,0.01700986059812423,0.9783881934695908,0.00017009021274035283
0.011301111217364154,0.008728437746338961,0.012771511474723392,0.8728437746338961,0.00012718558408923296
0.011273968360139709,0.00883140909723113,0.01271023625854312,0.8831409097231129,0.00012629040471051574
0.012123397910012303,0.009470610874427849,0.014697677688449068,0.9470610874427848,0.00014646014125693237
0.011784934697708924,0.009050464394854818,0.013888468582926371,0.9050464394854818,0.00013867925826409406
0.012206825470750561,0.009467691804153855,0.014900658807336466,0.9467691804153855,0.0001489839477062732
0.01279016081579361,0.010243964688602747,0.016358821369386226,1.0243964688602747,0.00016303928731290786
0.012502714616557895,0.009755726698180757,0.015631787278309044,0.9755726698180758,0.0001555788226594057
0.01238504899847705,0.009635111851182944,0.015338943869467738,0.9635111851182944,0.0001533555325098751
0.013379742493934746,0.010761798728507048,0.017901750920400316,1.0761798728507048,0.0001786097619616246
0.01344835237282219,0.01088785987443136,0.018085818154359223,1.088785987443136,0.00018069816215025784
0.013088031790389846,0.010545668705027893,0.017129657614625524,1.0545668705027893,0.00017107508561857532
0.011387516655205304,0.009339246259444899,0.012967553557257818,0.9339246259444899,0.00012967491948706307
0.01018793239344372,0.008240270963221547,0.010379396645337989,0.8240270963221547,0.00010325933404983346
0.01198778726394921,0.009546225622232011,0.014370704348570287,0.9546225622232011,0.00014224500137369726
0.01172639134202685,0.00928483288193776,0.013750825390636226,0.9284832881937761,0.00013650282160770837
0.01135535070946538,0.009007823380524815,0.012894398973495593,0.9007823380524815,0.0001288543054281604
0.01205870209087197,0.00984598236155857,0.014541229611640005,0.9845982361558568,0.0001453324340212006
