RMS,MAV,SSI,IEMG,VAR,WL,WAMP
0.010267695773159155,0.007093977093150948,0.01581383647352256,1.0640965639726423,0.00010538895007098136,0.37914363281398533,72
0.007338190774294165,0.006075251951784232,0.008077356575990399,0.9112877927676348,5.3627271308901276e-05,0.4414017295188641,72
0.0073678159638376145,0.00587769175803923,0.00814270681154706,0.8816537637058846,5.416828370451054e-05,0.3324338268760012,74
0.006568082354725325,0.0052598340941765395,0.006470955872768125,0.7889751141264809,4.311960910296979e-05,0.3335543704245365,74
0.008283628882568252,0.00665413695007549,0.010292776119617843,0.9981205425113235,6.85337904730178e-05,0.3381471741630998,73
0.00692741541105163,0.0056183876803557265,0.007198362641591345,0.8427581520533589,4.7442764508338875e-05,0.2690861384492147,72
0.006919147565336303,0.005396448498114858,0.007181190454634893,0.8094672747172288,4.754978196353483e-05,0.29830596088178163,70
0.008278326254199804,0.007038725382791527,0.010279602835646065,1.055808807418729,6.852396233029159e-05,0.4060422318470964,66
0.007141669647411456,0.0057622283146089555,0.00765051680291371,0.8643342471913433,5.011908956877984e-05,0.3142296002967223,66
0.005167660770038801,0.004225111870766965,0.004005707675129703,0.6337667806150447,2.640461338932579e-05,0.276843021708597,69
0.0058384533063986725,0.004282959926713929,0.00511313055164964,0.6424439890070893,3.406982657643622e-05,0.2743406299957406,77
0.009821603719353849,0.007645228963410144,0.014469584943003804,1.1467843445115216,9.646178454330049e-05,0.3935720749155451,70
0.011656152767286859,0.00958729214571889,0.02037988460014936,1.4380938218578336,0.00013494625718323512,0.47237845221395947,70
0.009308219865397052,0.007511240886165492,0.012996443559385845,1.126686132924824,8.60034078487445e-05,0.3655020549780097,74
0.01042715546605124,0.008513234417523986,0.01630883566698034,1.276985162628598,0.00010868054296978069,0.4207245226505085,68
0.01141129018782053,0.009142235035916636,0.01953263156259736,1.3713352553874953,0.0001300602755740763,0.46065019372076943,69
0.014680062890072357,0.01209182128587482,0.03232563696847193,1.8137731928812229,0.00021542597788141353,0.6170828801011824,76
0.011580659822195215,0.009332006710374343,0.020116752287610975,1.3998010065561515,0.00013355459377555854,0.4701362842358126,72
0.013656740604287173,0.011184930139654534,0.027975984589917895,1.67773952094818,0.0001846530055249273,0.5672952188458807,76
0.010933921069722527,0.00889868754591325,0.017932594493838334,1.3348031318869875,0.00011946713020584208,0.48565956711615055,66
0.008519461513920376,0.006970219476506156,0.010887183673075571,1.0455329214759235,7.24657955699654e-05,0.4394737851262817,72
0.01122832196203767,0.009068400321152643,0.018911282112476616,1.3602600481728966,0.00012606251778217494,0.5186621281583639,73
0.013178005123524898,0.010809744772645511,0.02604897285534727,1.6214617158968267,0.00017295490165624363,0.5110655801554014,78
0.012663836408245064,0.01033147481749424,0.024055912886218986,1.549721222624136,0.0001598122510894893,0.48911800373685005,79
0.01340863199943277,0.010685803201513841,0.02696871181443187,1.6028704802270761,0.00017879705595449832,0.4624465434136354,75
0.008074880066942165,0.006424845702469197,0.009780553214324987,0.9637268553703795,6.516308311372627e-05,0.3698244483740763,69
0.011846300053894872,0.009451662050545678,0.02105022374503645,1.4177493075818517,0.0001400472539966311,0.49981465910504497,70
0.011088908913910645,0.009179229051221522,0.018444585135151046,1.3768843576832284,0.00012204731641838907,0.47523034775977335,76
0.011317633410551614,0.008650804081665627,0.019213323902345127,1.2976206122498442,0.0001279575043325031,0.4766370815006251,74
