RMS,MAV,SSI,IEMG,VAR,WL,WAMP
0.0057682833042735525,0.004450347726918322,0.004990963841754152,0.6675521590377483,3.282746430131054e-05,0.3066234579016356,73
0.005722538891434464,0.00432395281774088,0.004912117704596997,0.648592922661132,3.261338524062211e-05,0.3027235558940916,70
0.005701845317517695,0.004490051775808128,0.0048766560037347695,0.6735077663712192,3.22828995432068e-05,0.2723002668150032,74
0.008210084434195662,0.006464311612247765,0.010110822962493285,0.9696467418371647,6.721792319617912e-05,0.35164487901765734,76
0.007981110536731149,0.006830483684428994,0.009554718809928142,1.0245725526643492,6.342212299128971e-05,0.3745362980065311,72
0.01080945975489574,0.00935826275234921,0.0175266630289066,1.4037394128523815,0.00011672134602870909,0.5414861348428239,68
0.014848479514949104,0.012550108692269578,0.033071601585879476,1.8825163038404367,0.00022039157868542714,0.7646129099608101,73
0.016719993733109006,0.013535649479598367,0.04193372856528068,2.030347421939755,0.0002795270465473552,0.7944678815841827,77
0.013892406748935751,0.011711614758397285,0.02894984479168134,1.7567422137595927,0.000192707060534092,0.6464844399308408,69
0.016828488038946276,0.0134711274920132,0.04247970145154367,2.02066912380198,0.00028269547192706407,0.8975426052350588,67
0.019944056627848344,0.01479313273968181,0.05966480921622322,2.2189699109522714,0.00039770802897954417,0.9946337856186516,70
0.02555672769413624,0.019650146618079147,0.09797194956483452,2.9475219927118723,0.0006527664783733916,1.1714235491484486,74
0.02802762932768162,0.02263268102408164,0.11783220085948781,3.394902153612246,0.0007850585072345551,1.3224698870989262,77
0.027546921952457178,0.02272877861849055,0.11382493635821508,3.4093167927735823,0.0007587569279654638,1.4512174945747656,78
0.019779369099699413,0.015716817307218123,0.0586835162973216,2.3575225960827186,0.0003907657201220411,1.1014569017818694,74
0.014012366478000728,0.011295899133412108,0.029451962147069778,1.6943848700118163,0.00019607975699773104,0.7812678297152595,75
0.017554203721183385,0.013622671933481592,0.04622251024272128,2.043400790022239,0.00030814917940903355,0.7871169953985915,68
0.01926218387503936,0.015138773692773475,0.055654759145373954,2.2708160539160214,0.00037102602389480215,0.9331554129211208,74
0.017458238643635365,0.013789101225083193,0.04571851448071847,2.068365183762479,0.000304789366695429,0.9349742760437401,74
0.019246380819249915,0.01493028376831566,0.05556347619593866,2.239542565247349,0.00037033938958444144,1.065309067373204,72
0.014520231520023023,0.01222032918846661,0.031625568509260515,1.8330493782699917,0.0002105305425500885,0.8427972406428945,71
0.013271093657904461,0.010769149239914318,0.0264182890315308,1.6153723859871478,0.000175415876219057,0.6679694618072989,77
0.014154017153581434,0.011920868869559887,0.03005043023758162,1.788130330433983,0.0001994130417668716,0.7635000169008116,76
0.013150279854497978,0.010264055507686108,0.025939479037742307,1.539608326152916,0.00017091586341917665,0.7125742913048223,78
0.014474514814998795,0.012249798568882824,0.031426736869442945,1.8374697853324236,0.0002090954314772509,0.8697983982178539,74
0.01207185633354854,0.010074407101758102,0.0218594573006754,1.5111610652637153,0.00014536370640620176,0.7024645544077635,77
0.011434243259331973,0.009262549570853148,0.019611287837036796,1.3893824356279723,0.00013050611343519905,0.6863707804116608,73
0.015376214352904307,0.012552252452227448,0.035464195173969065,1.8828378678341173,0.0002362600350457438,0.8584736337149187,77
0.016500650964853897,0.013216178786272443,0.040840722339590074,1.9824268179408666,0.00027226479180398304,0.8753245101504775,80
0.009995574306713073,0.008324382939244873,0.014986725858153381,1.248657440886731,9.983207094471846e-05,0.5548027836261104,73
0.01075788711590275,0.008534556617594431,0.017359820279775957,1.2801834926391646,0.00011541592453804141,0.5655994465824123,70
0.01362694498980541,0.010182032381619195,0.02785404446327741,1.5273048572428793,0.0001854482792649235,0.5975278906769922,74
0.014583866939651174,0.010902889712029146,0.031903376237017576,1.635433456804372,0.0002122558453367876,0.6452680875362464,75
0.011041502305328644,0.008876094147882544,0.018287215973786665,1.3314141221823816,0.00012155092287570996,0.49353736314019725,72
0.014907659525758996,0.011634569643885638,0.03333574688039294,1.7451854465828458,0.00022221617374585504,0.6575444334778595,79
0.01566854447372319,0.012612072717487394,0.03682549288875622,1.891810907623109,0.0002448911996677434,0.8072216117548408,72
0.013164203274546874,0.010517262533162678,0.025994437178038596,1.5775893799744019,0.00017314574680680665,0.803933582001916,72
0.014146034993048947,0.012155596193404422,0.0300165459036848,1.8233394290106633,0.00019891741130366472,0.8074643383355291,75
0.013829762984467682,0.011210396407745214,0.028689351630982865,1.6815594611617821,0.00019113888952630321,0.7075502304941459,75
0.015713763309101986,0.013107604667103928,0.03703835360017198,1.9661407000655893,0.00024681202125982133,0.921166346114139,78
0.01943137394393973,0.015526366732186556,0.056636744002382985,2.3289550098279834,0.00037747284407387206,1.11389763492673,79
0.01903890812728481,0.01490750407093925,0.05437200340187874,2.2361256106408876,0.0003624800169341403,0.968031212835682,79
0.013932905844028192,0.011320630363854854,0.02911887978878324,1.6980945545782282,0.00019388039561093925,0.6903805882898342,74
0.013280138726561407,0.01086954239594825,0.026454312689507403,1.6304313593922375,0.00017620930612073418,0.7029237973846231,70
0.011748017400614095,0.009574536081539759,0.020702386926769734,1.4361804122309638,0.00013768208934979186,0.6048309824372342,74
0.014012117481724172,0.010566364731466138,0.029450915448246025,1.5849547097199206,0.00019616841414704626,0.644544284324001,79
0.01707311943744696,0.013658707384753785,0.04372371109879937,2.0488061077130677,0.0002911860136725173,0.8897351845477584,76
0.013738914148281763,0.010478801740566255,0.028313664296078525,1.5718202610849383,0.0001887569087056979,0.6847581018451308,78
0.012213083354226922,0.009491076045304914,0.022373910752594206,1.4236614067957372,0.00014805217496261273,0.6445878409324477,82
0.010271252645258536,0.008204629428884329,0.015824794635409572,1.2306944143326493,0.00010543960068032825,0.5229164620679316,75
0.01289827706828883,0.010774856932778723,0.02495483269955183,1.6162285399168086,0.00016632319288435615,0.6164660199483397,76
0.013478712927188016,0.010415497069767476,0.0272513553260318,1.5623245604651212,0.00018159946174921103,0.6808233912274371,66
0.00993262111073153,0.007987495750873543,0.01479854431940245,1.1981243626310314,9.857976875806494e-05,0.4687109570902157,71
0.010943651437435718,0.008784998638263588,0.01796452601761333,1.3177497957395383,0.00011952837386219606,0.5082612599583844,79
0.008727803892446189,0.006690780388720271,0.011426184117749828,1.0036170583080406,7.58145780994948e-05,0.4011561622845674,72
0.009305139752961187,0.007620648704625807,0.012987843873320786,1.1430973056938711,8.655483261358754e-05,0.4326359339656317,74
0.009477601236337738,0.007270830743454789,0.013473738779254594,1.0906246115182183,8.953230579631231e-05,0.4701331170378793,81
0.007415833356472794,0.005092618494553352,0.008249187655646183,0.7638927741830028,5.4722988244293435e-05,0.39023716320429047,78
0.004573647120133849,0.003428371028851013,0.003137737196926298,0.514255654327652,2.0516081406610604e-05,0.2503882962289868,78
0.0059090772890902496,0.0035693200755336353,0.005237579161266327,0.5353980113300453,3.466984132144316e-05,0.21961831123710213,79
0.0021639791887475674,0.001607830557591689,0.0007024208893998869,0.24117458363875333,4.3912254524414795e-06,0.09164079316748627,74
0.001482153695727666,0.0011879835573113625,0.0003295169366638768,0.17819753359670437,1.8643458376197323e-06,0.06412781806061008,73
0.0013175248896550593,0.0010549373035301471,0.00026038077522908643,0.15824059552952208,1.568784114047964e-06,0.06105338887303791,74
0.0012287262437137964,0.0009279877543052298,0.0002264652272986524,0.13919816314578448,1.3016473471643687e-06,0.052107737098682404,77
0.0008977893284365009,0.0007076834661741704,0.0001209038517381695,0.10615251992612557,6.270834980493873e-07,0.039595813926301,72
0.0009203327123711224,0.0007834843906374911,0.0001270518452190581,0.11752265859562366,6.679602573022904e-07,0.0394136351332826,74
0.0008862368477097096,0.0007019348449930488,0.00011781236253576645,0.10529022674895733,6.016689782349972e-07,0.04514664530316124,79
0.0008344344336845854,0.0006578943606821075,0.00010444212361777723,0.09868415410231612,4.749654413185133e-07,0.03564232581553074,72
